,,,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
ilvE,amino acid synthesis,C down,0.162759301,0.195157467,0.188435401,0.188572893,0.173387939,0.231031417,0.215651869,0.244935148
ilvG,,C down,0.02078967,0.02719223,0.029422718,0.035661487,0.030541321,0.043790753,0.04932188,0.059151244
guaB,nucleotide synthesis,C down,0.177805102,0.18512403,0.246630793,0.233526815,0.278840528,0.276180597,0.260006533,0.274389303
ppa,,C down,0.214634122,0.168599829,0.205146469,0.163176864,0.198358361,0.203393598,0.188857604,0.184215043
iscA,,C down,0.02633483,0.026147914,0.011736585,0.033715442,0.015430887,0.022278206,0.027144548,0.02136692
iscS,amino acid synthesis,C down,0.210479931,0.219216749,0.235056719,0.236445883,0.255151914,0.224313377,0.251576617,0.265517638
iscX,,C down,0.0106929,0,0.011899096,0.012211503,0.010500893,0.011904762,0.011088666,0.01068346
ispB,,C down,0,0.011712345,0.011899096,0.012211503,0.010500893,0.011904762,0.012242899,0.01068346
ispH,,C down,0.0106929,0.011712345,0,0,0.010500893,0.011904762,0.016055882,0.02136692
pfkB,Glycolysis,C down,0,0,0,0,0,0,0,0
adk,nucleotide synthesis,C down,0.068013526,0.08084967,0.082074839,0.087450928,0.081123071,0.083160443,0.077043545,0.074392004
cmk,nucleotide synthesis,C down,0.01049419,0.010668029,0.011736585,0.011724992,0.01018044,0.011139103,0.011088666,0.00989903
kdgR,,C down,0.03148257,0.022380374,0.029422718,0.029555735,0.025611327,0.028230587,0.028298781,0.026316435
kdpD,,C down,0,0,0,0,0.009859988,0,0,0
kdsA,,C down,0.073260621,0.048528288,0.070419509,0.034201953,0.066333089,0.050508793,0.048167647,0.058366814
kdsB,,C down,0.02098838,0.026147914,0.017686133,0.017344232,0.025611327,0.026699269,0.025990315,0.025532005
kdsD,Catabolic,C down,0,0.011712345,0.011899096,0.011724992,0.015430887,0,0.009934433,0.01146789
gmk,nucleotide synthesis,C down,0.01049419,0.010668029,0.011736585,0.011238481,0.009859988,0.011139103,0.011088666,0.016417405
tdk,,C down,0.01029548,0.009623713,0.011736585,0,0.01018044,0.011139103,0.009934433,0.00989903
prs,nucleotide synthesis,C down,0.220576702,0.228840462,0.246630793,0.252330581,0.223969688,0.245060265,0.226740535,0.239985633
pykF,,C down,0.094249001,0.094967943,0.111416301,0.087207672,0.091303511,0.120998814,0.118162342,0.138100549
tmk,nucleotide synthesis,C down,0,0,0,0,0.009859988,0,0,0
lepA,affiliated translational apparatus,C down,0.03682902,0.036815943,0.02347317,0.029069224,0.05058175,0.031885991,0.038233214,0.026316435
leuA,amino acid synthesis,C down,0.105140611,0.0997798,0.093730168,0.106011438,0.09687441,0.094299546,0.109732426,0.083898819
leuC,amino acid synthesis,C down,0.193447032,0.227796146,0.222995113,0.19835184,0.213148343,0.205690575,0.237829201,0.256403038
leuD,amino acid synthesis,C down,0.131276731,0.118392633,0.11752836,0.11773643,0.091944416,0.106204307,0.123129558,0.133935464
lgt,,C down,0.0106929,0.010668029,0.011736585,0.024423006,0.015430887,0.010373444,0.009934433,0.01068346
lipA,,C down,0,0,0,0.011238481,0.021001785,0.020746888,0.022177332,0.00989903
lipB,,C down,0,0,0,0,0,0.011904762,0,0
livF,Catabolic,C down,0.02633483,0.036815943,0.02347317,0.022476961,0.030541321,0.038604031,0.022177332,0.015632975
livK,Catabolic,C down,0.099595451,0.117348317,0.129102434,0.105524927,0.132986629,0.140387275,0.144152657,0.147999579
lolA,,C down,0.02118709,0.016524201,0.011899096,0.017830744,0.01018044,0.010373444,0.016055882,0.01068346
lolD,,C down,0.01584064,0.016524201,0.011899096,0.024423006,0.015430887,0.011904762,0.016055882,0.015632975
lpoB,,C down,0.02098838,0.010668029,0.011736585,0.017830744,0.015430887,0.011139103,0.023331565,0.016417405
lptD,,C down,0.01049419,0.022380374,0.023635681,0.029069224,0.030861773,0.022278206,0.037078981,0.03126595
lpxD,,C down,0,0,0,0.011238481,0.019719976,0,0,0
luxS,,C down,0.03682902,0.046439656,0.035209755,0.040794216,0.07094263,0.044556412,0.044354664,0.05263287
mak,,C down,0,0,0,0,0.009859988,0,0,0
manA,Catabolic,C down,0.03148257,0.036815943,0.029422718,0.046413456,0.040721761,0.038604031,0.053134863,0.04194941
metE,amino acid synthesis,C down,1.360469226,1.399865291,1.620722936,1.654999727,2.060984467,2.256965027,2.038149584,2.099879395
metF,amino acid synthesis,C down,0.158008981,0.118392633,0.152413093,0.152911406,0.183247927,0.18264671,0.234366501,0.223568228
metH,amino acid synthesis,C down,0.110685771,0.110447829,0.064632472,0.098446153,0.112305296,0.123295791,0.138031208,0.101100654
metK,,C down,0.224929603,0.241187399,0.275403467,0.279940272,0.295553223,0.30653527,0.303206963,0.306682617
mfd,,C down,0.02633483,0.015479885,0.023310659,0.011724992,0.020360881,0.021512547,0.011088666,0.037784325
miaB,,C down,0.03148257,0.041627799,0.035209755,0.035174976,0.025611327,0.062413555,0.061564779,0.05263287
mlaC,Catabolic,C down,0.0106929,0,0,0,0,0,0,0.01146789
mnmA,,C down,0,0.011712345,0,0,0,0.011904762,0,0.01146789
mnmG,,C down,0,0,0,0,0.010500893,0.011139103,0,0.015632975
modE,,C down,0.0106929,0.015479885,0.011899096,0.022476961,0.015110434,0.011139103,0.016055882,0.01068346
modF,,C down,0.0106929,0.011712345,0,0,0.009859988,0,0.009934433,0
motB,motility,C down,0.01049419,0.010668029,0,0.011238481,0.01018044,0.011139103,0,0
mprA,,C down,0.01029548,0.015479885,0.011736585,0.033715442,0.009859988,0.031120332,0.012242899,0.015632975
mqo,TCA,C down,0,0,0,0,0,0.023809524,0.016055882,0.02136692
mreB,,C down,0.105140611,0.092244719,0.105791775,0.106011438,0.116914838,0.095830863,0.112040892,0.117518059
mrp,,C down,0.01049419,0.009623713,0.02347317,0.017830744,0.015110434,0,0.011088666,0.02136692
msyB,,C down,0,0,0.011899096,0.012211503,0,0,0.012242899,0
mtlD,Catabolic,C down,0.020590961,0,0.011574074,0.011238481,0.009859988,0,0,0
solA,,C down,0.06316385,0.059196317,0.058682924,0.071322974,0.051222654,0.061647896,0.066531996,0.064100759
mukB,,C down,0.03148257,0.033048402,0.029260207,0.022963472,0.029579965,0.011904762,0.011088666,0.01979806
murD,,C down,0,0.011712345,0,0,0.010500893,0,0.012242899,0.01068346
nadB,,C down,0,0,0,0,0,0.010373444,0,0
nadE,,C down,0.052272241,0.057107685,0.046783829,0.063757688,0.055511744,0.067600277,0.060410546,0.074784219
nagA,Catabolic,C down,0.04197676,0.02719223,0.011736585,0.029555735,0.025290875,0.016325825,0.029803298,0.02136692
narL,,C down,0.0213858,0.011712345,0.023798191,0,0.01018044,0.011904762,0.016055882,0.026316435
yejK,,C down,0.01584064,0.032004086,0.029422718,0.012211503,0.020360881,0.027464928,0.033265998,0.03205038
nfnB,,C down,0.027852034,0.03095977,0.027331194,0.029069224,0.026934206,0.031630771,0.032111765,0.048467785
nlpA,,C down,0.041778051,0.060240632,0.064632472,0.046413456,0.061403094,0.07202134,0.077620662,0.064100759
nlpD,,C down,0.01564193,0.010668029,0.017523622,0.022476961,0.01018044,0.020746888,0.009934433,0.00989903
nudE,,C down,0.01029548,0,0.011899096,0.012211503,0,0.010373444,0,0
nuoI,,C down,0.0213858,0.011712345,0.023798191,0.012211503,0.010500893,0.023809524,0.009934433,0
nusA,,C down,0.173452201,0.210227628,0.193897417,0.192246088,0.202647451,0.20858032,0.164021523,0.185783903
nusB,,C down,0.01029548,0.009623713,0.011899096,0.017830744,0.01018044,0.011904762,0.011088666,0.01068346
obgE,,C down,0.0106929,0.016524201,0.017686133,0.012211503,0.01018044,0.011139103,0.022177332,0.02215135
aceF,Glycolysis,C down,0.335217954,0.318586825,0.357722072,0.356395975,0.400044455,0.403131792,0.441238171,0.426553966
ompA,,C down,0.688661065,0.732961041,0.764503125,0.785574457,0.845297003,0.906688402,1.031946499,1.04697907
ompT,,C down,0.204537352,0.207504404,0.228619639,0.17074215,0.203288355,0.183412369,0.180077405,0.230086603
prlC,,C down,0.120583831,0.129060662,0.099842227,0.11211719,0.10276576,0.119640387,0.141493907,0.143834494
mdoD,,C down,0.0106929,0.015479885,0.011736585,0.011238481,0.015430887,0.020746888,0.009934433,0.01068346
oppF,Catabolic,C down,0,0.011712345,0,0,0,0,0,0.01146789
orn,,C down,0.0106929,0.010668029,0.011736585,0.011724992,0.01018044,0.011139103,0.011088666,0.01068346
osmY,,C down,0,0,0,0,0.009859988,0.010373444,0,0
argI,amino acid synthesis,C down,0.03682902,0.042672115,0.04710885,0.038227851,0.045972208,0.064397682,0.048744764,0.045993027
pal,,C down,0.158008981,0.150396719,0.146951077,0.159017158,0.122165284,0.179756965,0.188507321,0.180834388
panB,,C down,0.062965141,0.052295828,0.076531568,0.064730711,0.076513529,0.083160443,0.047013414,0.069050274
panC,,C down,0.084152231,0.082621006,0.076369057,0.105038416,0.071903987,0.066068959,0.076466428,0.089632764
panD,,C down,0.01049419,0.009623713,0.011736585,0.017830744,0.015430887,0.028230587,0.022177332,0.026316435
parC,,C down,0,0,0,0,0,0,0.009934433,0
parE,,C down,0,0,0,0,0,0,0,0
mrcA,,C down,0,0,0.011899096,0,0,0,0,0.015632975
pdxB,,C down,0.02078967,0.019247426,0.017523622,0.017344232,0.029579965,0.016325825,0.016055882,0.016417405
pflA,,C down,0.0213858,0,0,0.012211503,0,0,0,0
pgk,Glycolysis,C down,0.513221766,0.552239143,0.569630643,0.603593827,0.519202459,0.539863663,0.555133864,0.57322762
pheA,amino acid synthesis,C down,0,0,0,0,0.01018044,0.010373444,0.011088666,0.016417405
glgP,,C down,0.03168128,0.026147914,0.017686133,0.017830744,0.020360881,0.010373444,0.009934433,0.01979806
pifA,,C down,0.01564193,0.015479885,0.023148148,0.011238481,0.019719976,0.010373444,0,0.00989903
pliG,,C down,0.02118709,0.009623713,0.011736585,0.011724992,0.015110434,0,0.011088666,0.015632975
pntA,,C down,0.089299971,0.086388547,0.082481116,0.094772958,0.102124856,0.116577751,0.103610977,0.133151034
pntB,,C down,0.084152231,0.068820029,0.093892679,0.082074943,0.081123071,0.094299546,0.100952227,0.106834599
ppiA,,C down,0.01564193,0.011712345,0.023798191,0.03663451,0.015430887,0.035714286,0.043200431,0.046898925
ppiB,,C down,0.04732321,0.062963857,0.058845435,0.046899968,0.05058175,0.044556412,0.05544333,0.037784325
ppiC,,C down,0.02098838,0.016524201,0.017686133,0.011724992,0.020681333,0.022278206,0.016055882,0.00989903
ppk,,C down,0,0,0,0,0,0,0,0
ppx,,C down,0.01029548,0,0,0,0,0.010373444,0.009934433,0
prc,,C down,0.03128386,0.03095977,0.041159302,0.029069224,0.040721761,0.027464928,0.034420231,0.0534173
proA,amino acid synthesis,C down,0.03702773,0.035771627,0.029260207,0.030042247,0.035150863,0.022278206,0.038233214,0.0443027
proQ,,C down,0.094845131,0.062963857,0.052733377,0.063757688,0.071263083,0.093533887,0.081433645,0.084683249
proX,Catabolic,C down,0.03663031,0.043716431,0.035534776,0.029555735,0.025931779,0.028230587,0.039387447,0.047683355
pspB,,C down,0,0.009623713,0.011899096,0.011238481,0,0,0,0
ptsI,Catabolic,C down,0.178401232,0.16315338,0.152575603,0.140213391,0.14316707,0.155181782,0.144502941,0.146430719
crr,Catabolic,C down,0.193844452,0.188891571,0.181510789,0.198838351,0.203608807,0.177459988,0.172801722,0.164416983
ptsG,Catabolic,C down,0.01049419,0.009623713,0.011899096,0.012211503,0.009859988,0.011139103,0.012242899,0
pth,,C down,0.0106929,0.011712345,0.011736585,0.012211503,0.010500893,0.011139103,0.009934433,0.02136692
ptsH,,C down,0.146918661,0.131783886,0.128939923,0.135080662,0.122485737,0.138090298,0.110886659,0.112568544
manX,Catabolic,C down,0.02098838,0.020291742,0.011736585,0.017344232,0.025290875,0.021512547,0.012242899,0.01146789
manZ,Catabolic,C down,0,0,0,0,0,0,0,0
ptrA,,C down,0,0,0,0,0,0,0,0
purF,nucleotide synthesis,C down,0.07900449,0.069864345,0.076531568,0.052519208,0.061403094,0.089878483,0.107073676,0.097719999
purD,nucleotide synthesis,C down,0.03663031,0.021336058,0.029422718,0.035661487,0.055832196,0.03936969,0.04932188,0.064100759
purN,nucleotide synthesis,C down,0.01049419,0.016524201,0.011899096,0.011724992,0.015430887,0.011139103,0.023331565,0.02293578
purL,nucleotide synthesis,C down,0.325319893,0.33552075,0.388119855,0.372767184,0.388138543,0.347436277,0.393420808,0.392934726
purM,nucleotide synthesis,C down,0.115237381,0.085344231,0.105629264,0.076455703,0.106734398,0.111391029,0.094830777,0.096935569
purC,nucleotide synthesis,C down,0.277996683,0.236375542,0.24598075,0.293124797,0.264370997,0.220485082,0.19728752,0.223568228
purB,nucleotide synthesis,C down,0.02098838,0.043716431,0.041159302,0.052032697,0.066012636,0.073552658,0.087555094,0.073215359
purH,nucleotide synthesis,C down,0.188696712,0.190980203,0.229269682,0.228394086,0.254511009,0.233921162,0.269940966,0.309820337
purA,nucleotide synthesis,C down,0.252456692,0.227161553,0.223807667,0.225207403,0.229540587,0.257730686,0.300898497,0.308251477
purE,nucleotide synthesis,C down,0.0578174,0.047483972,0.058845435,0.046899968,0.050902202,0.044556412,0.065377762,0.057582384
purK,nucleotide synthesis,C down,0.02613612,0.015479885,0.023310659,0.011724992,0.030861773,0.033417309,0.025990315,0.03205038
purR,,C down,0.03682902,0.036815943,0.035209755,0.035174976,0.030541321,0.045322071,0.037078981,0.047683355
purT,nucleotide synthesis,C down,0.073658041,0.067775713,0.087943131,0.058138448,0.061082642,0.077208062,0.059256313,0.068265844
purU,,C down,0.01564193,0.032004086,0.017523622,0.029069224,0.020360881,0.040135349,0.039387447,0.027885295
pyrE,nucleotide synthesis,C down,0,0.009623713,0,0.022476961,0,0.010373444,0.011088666,0
pyrG,nucleotide synthesis,C down,0.068311591,0.100824116,0.076206546,0.093313424,0.086373517,0.077973721,0.088709327,0.082087024
pyrH,nucleotide synthesis,C down,0.020590961,0.010668029,0.011736585,0.022963472,0.030220869,0.011139103,0.033265998,0.026316435
qorA,,C down,0.02633483,0.028871138,0.02347317,0.035174976,0.020360881,0.021512547,0.011088666,0.026316435
raiA,,C down,0.0320787,0.019247426,0,0.012211503,0,0,0,0
rbfA,,C down,0.0106929,0.011712345,0.023798191,0.011724992,0.010500893,0.011904762,0.027144548,0.02136692
rcsF,,C down,0.02098838,0.022380374,0.02347317,0.023449984,0.020360881,0.022278206,0.011088666,0.027100865
relA,,C down,0,0,0,0.012211503,0,0.010373444,0.011088666,0.01979806
prfB,affiliated translational apparatus,C down,0.03148257,0.016524201,0.02347317,0.023936495,0.030541321,0.017091484,0.028298781,0.026316435
prfC,affiliated translational apparatus,C down,0.01584064,0.02342469,0.011899096,0.017830744,0.01018044,0.016325825,0.033265998,0.047683355
rffA,,C down,0.01564193,0.009623713,0.011574074,0.022476961,0.015110434,0.020746888,0.011088666,0.00989903
rhlB,,C down,0.01584064,0.03095977,0.02347317,0.022963472,0.024970423,0.038604031,0.023331565,0.03205038
rho,,C down,0.131475441,0.160020432,0.129264944,0.140213391,0.147776611,0.188599091,0.185044621,0.170150928
rimM,,C down,0,0.011712345,0.011899096,0.012211503,0.021001785,0.011139103,0.034420231,0.015632975
rimO,,C down,0,0.009623713,0.011899096,0,0.01018044,0.011904762,0.022177332,0.02136692
nrdA,nucleotide synthesis,C down,0.05266966,0.043716431,0.053058398,0.058624959,0.056152648,0.061647896,0.050476113,0.058366814
rplA,ribosome,C down,0.513619185,0.526725822,0.510622697,0.55328828,0.612231442,0.744615689,0.675604672,0.653745784
rplJ,ribosome,C down,0.110089641,0.147263771,0.176211284,0.174901856,0.152386153,0.195317131,0.222927552,0.181618818
rplK,,C down,0.209088963,0.23051937,0.22878215,0.220342289,0.243369212,0.256792136,0.185044621,0.221999368
rplM,ribosome,C down,0.162958011,0.169644145,0.170099225,0.170255638,0.16781704,0.211642956,0.181231638,0.175884873
rplN,ribosome,C down,0.141969631,0.153119944,0.158850173,0.141186414,0.142526165,0.179756965,0.131909758,0.144618924
rplO,ribosome,C down,0.093851581,0.082733441,0.099110928,0.083668285,0.115793255,0.110921755,0.078950037,0.080125949
rplP,ribosome,C down,0.141770921,0.145584863,0.14116404,0.147292166,0.148417516,0.167852203,0.182385871,0.208719683
rplQ,ribosome,C down,0.099595451,0.121115857,0.140676508,0.134594151,0.132345725,0.138855957,0.164021523,0.132366604
rplR,,C down,0.03128386,0.016524201,0.029260207,0.022963472,0.015430887,0.022278206,0.032111765,0.015632975
rplS,ribosome,C down,0.052272241,0.052295828,0.046946339,0.069376929,0.07523172,0.087581506,0.05544333,0.058366814
rplB,ribosome,C down,0.193447032,0.215039485,0.216558032,0.262109528,0.288700516,0.296927485,0.273753949,0.254049748
rplT,ribosome,C down,0.01564193,0.032004086,0.011736585,0.022963472,0.035150863,0.043790753,0.039387447,0.02136692
rplU,ribosome,C down,0.047124501,0.046439656,0.035209755,0.046413456,0.05058175,0.054164197,0.048167647,0.036999895
rplV,ribosome,C down,0.299183773,0.328620261,0.362859066,0.359582658,0.400044455,0.470559178,0.386145125,0.392150296
rplW,,C down,0.02633483,0.02719223,0.02347317,0.023449984,0.020360881,0.038604031,0.033265998,0.037784325
rplX,ribosome,C down,0.162560592,0.139318967,0.163987167,0.162690353,0.136314362,0.190723177,0.198792037,0.158683039
rplY,ribosome,C down,0.172657362,0.181991082,0.186972804,0.24281925,0.226336065,0.255260818,0.218310619,0.231113968
rpmA,ribosome,C down,0.073260621,0.083255599,0.070094488,0.080615409,0.090021702,0.14999506,0.126942542,0.073999789
rpmB,ribosome,C down,0.04197676,0.047483972,0.046946339,0.058138448,0.060441738,0.077208062,0.05544333,0.059151244
rpmC,ribosome,C down,0.062965141,0.068820029,0.076206546,0.06986344,0.075872624,0.10467299,0.109732426,0.094582279
rplC,ribosome,C down,0.089299971,0.107314881,0.123152886,0.1284884,0.132025273,0.10467299,0.165526039,0.143834494
rpmD,ribosome,C down,0.089101261,0.093923627,0.082156094,0.121896137,0.090983059,0.126951195,0.087555094,0.106834599
rpmE,ribosome,C down,0.068311591,0.074676202,0.076206546,0.076455703,0.066012636,0.088347165,0.082587878,0.079733734
rpmF,ribosome,C down,0.104743191,0.092244719,0.117365849,0.121896137,0.095913053,0.114280775,0.093676544,0.117518059
rpmG,ribosome,C down,0.104544481,0.109403513,0.11125379,0.110171145,0.152065701,0.135027663,0.122325609,0.137316119
rpmH,ribosome,C down,0.020590961,0.015479885,0.011736585,0.011238481,0.019719976,0.016325825,0.019868865,0.01068346
rpmI,ribosome,C down,0.068112881,0.073631886,0.070256998,0.06986344,0.07094263,0.083160443,0.066531996,0.073999789
rplD,ribosome,C down,0.173452201,0.213360576,0.170424247,0.182467141,0.198999266,0.200503853,0.219464852,0.214453628
rplE,ribosome,C down,0.366700524,0.422543889,0.405155944,0.449709398,0.436156675,0.530082988,0.466878202,0.401806391
rplF,ribosome,C down,0.278592812,0.292848635,0.29952668,0.252817093,0.304772307,0.321502667,0.342944694,0.334567912
rplL,ribosome,C down,0.590239158,0.747846348,0.864507862,1.345771335,0.776523508,1.045025687,1.002843768,0.958859541
rplI,ribosome,C down,0.241565082,0.22675183,0.246305772,0.263569062,0.289982324,0.308066588,0.283688381,0.302517532
rlmE,,C down,0.0213858,0.009623713,0.023798191,0,0.021001785,0.011904762,0,0.00989903
rlmI,,C down,0.01584064,0.021336058,0.041159302,0.023449984,0.030541321,0.044556412,0.027144548,0.03126595
rlmL,,C down,0.01029548,0.009623713,0,0,0,0,0,0
rlmN,,C down,0.01049419,0.011712345,0.017686133,0.017830744,0.015110434,0.016325825,0.021023099,0.016417405
rluB,,C down,0,0,0,0,0,0,0,0.01146789
rluC,,C down,0,0,0,0.011238481,0,0.010373444,0.009934433,0.00989903
rnb,,C down,0.08435094,0.085344231,0.088593174,0.099419175,0.10276576,0.123295791,0.118162342,0.151137299
rnc,,C down,0.0106929,0,0,0.012211503,0.01018044,0.011139103,0,0.015632975
rne,,C down,0.057618691,0.048528288,0.046946339,0.034201953,0.086693969,0.054164197,0.072653445,0.095366709
rng,,C down,0.01049419,0.019247426,0.011574074,0.024423006,0.010500893,0,0,0.01146789
rph,,C down,0.01049419,0.010668029,0.011736585,0.011724992,0.01018044,0.011139103,0.012242899,0.01068346
rof,,C down,0.0106929,0,0,0,0,0,0,0
rpoN,,C down,0,0,0,0,0.010500893,0.011904762,0,0
rpiA,,C down,0.099595451,0.105635972,0.093892679,0.087694184,0.081123071,0.099486268,0.096335294,0.100316224
rpoC,,C down,0.635991405,0.672310685,0.651786737,0.654653501,0.732991707,0.793766054,0.808668663,0.761906308
rpoZ,,C down,0.084152231,0.101868432,0.076206546,0.081588432,0.091623963,0.105438648,0.114699642,0.107619029
rraB,,C down,0.01564193,0.011712345,0.017686133,0,0.01018044,0.011904762,0.011088666,0.01146789
frr,affiliated translational apparatus,C down,0.05266966,0.067775713,0.058682924,0.058624959,0.07094263,0.066834618,0.066531996,0.074784219
rpsA,ribosome,C down,1.011397731,0.947590802,1.066241605,1.129053521,1.238488751,1.339409208,1.316789113,1.297106668
rpsJ,ribosome,C down,0.130879312,0.129695254,0.186972804,0.219369267,0.206616088,0.222609168,0.211034936,0.240228568
rpsK,ribosome,C down,0.104544481,0.105635972,0.117203338,0.104551904,0.111664392,0.165555226,0.123129558,0.122467574
rpsL,ribosome,C down,0.041579341,0.057107685,0.046946339,0.052032697,0.050261297,0.059350919,0.037078981,0.046898925
rpsM,ribosome,C down,0.157214142,0.185758623,0.170099225,0.20397108,0.227617873,0.271759534,0.198441754,0.202201308
rpsN,ribosome,C down,0.062965141,0.046439656,0.058520414,0.052519208,0.065692184,0.066068959,0.076466428,0.058366814
rpsO,ribosome,C down,0.0213858,0,0.011899096,0.024423006,0.010500893,0.011904762,0.012242899,0
rpsP,ribosome,C down,0.083754811,0.104591656,0.111091279,0.103578882,0.11134394,0.121764473,0.125788308,0.128201519
rpsQ,ribosome,C down,0.02633483,0.021336058,0.02347317,0.023449984,0.020360881,0.034182968,0.022177332,0.02136692
rpsR,ribosome,C down,0.073459331,0.073631886,0.105954285,0.105038416,0.117555743,0.144042679,0.182385871,0.116733629
rpsS,ribosome,C down,0.115237381,0.098735484,0.111416301,0.110171145,0.126774826,0.137324639,0.094830777,0.123252004
rpsB,ribosome,C down,0.361155364,0.368159429,0.386982279,0.338565231,0.401967169,0.428299743,0.446205387,0.428122826
rpsT,ribosome,C down,0.281554744,0.311276613,0.309638157,0.327594366,0.333070462,0.350918791,0.233212268,0.253265318
rpsU,ribosome,C down,0.04752192,0.047483972,0.058682924,0.053005719,0.035150863,0.060116578,0.04932188,0.051848439
rpsC,ribosome,C down,0.198992192,0.201648232,0.211096017,0.215696072,0.213148343,0.231624185,0.237829201,0.234251688
rpsD,ribosome,C down,0.220377992,0.23051937,0.246630793,0.239632567,0.233829676,0.253902391,0.268786732,0.290022277
rpsE,ribosome,C down,0.293837323,0.290760003,0.317212813,0.286532534,0.279801884,0.423285912,0.415247856,0.402833756
rpsF,ribosome,C down,0.235423793,0.249766796,0.258042356,0.226448041,0.268339635,0.290209445,0.260356816,0.281150612
rpsG,ribosome,C down,0.278990232,0.265656405,0.287302563,0.268701791,0.26469145,0.298458803,0.30205273,0.332999052
rpsH,ribosome,C down,0.199389612,0.175500318,0.15820013,0.192246088,0.202647451,0.226437463,0.183540104,0.180049958
rpsI,ribosome,C down,0.193447032,0.1995596,0.228294617,0.179061562,0.232227415,0.261978858,0.21218917,0.190733418
rsmA,,C down,0,0,0,0,0,0.011904762,0,0.01146789
rsmC,,C down,0.01564193,0.010668029,0.011899096,0.011724992,0.01018044,0.011139103,0.011088666,0.015632975
rsmE,,C down,0,0.009623713,0.011574074,0.011238481,0.009859988,0.010373444,0.009934433,0.00989903
rsmI,,C down,0.02118709,0.021336058,0.023798191,0.011724992,0.020681333,0.016325825,0.027144548,0.02136692
secG,,C down,0,0,0,0,0.009859988,0,0.009934433,0
selA,,C down,0.0106929,0,0,0,0.009859988,0,0.012242899,0.00989903
selB,,C down,0,0.015479885,0.011899096,0.011238481,0,0.020746888,0.019868865,0.00989903
seqA,,C down,0.0106929,0.010668029,0,0.012211503,0.010500893,0.011904762,0.009934433,0.01146789
serA,amino acid synthesis,C down,0.131276731,0.111492145,0.170099225,0.158530646,0.152065701,0.18936475,0.19462877,0.203770168
serB,amino acid synthesis,C down,0,0,0,0,0,0,0.019868865,0
serC,amino acid synthesis,C down,0.351257304,0.351000635,0.404993433,0.357368997,0.406256258,0.422520253,0.378168875,0.405971476
sodA,,C down,0.210281222,0.230294501,0.211908571,0.217642117,0.184209283,0.181288283,0.220619085,0.257971898
sohB,,C down,0,0,0,0,0.021001785,0,0.019868865,0
speA,,C down,0.04217547,0.048528288,0.064632472,0.053492231,0.040721761,0.044556412,0.061564779,0.0534173
speD,,C down,0.01029548,0,0.011574074,0.011238481,0.021001785,0.016325825,0.016055882,0.027100865
speE,,C down,0,0,0.011574074,0,0.01018044,0.011139103,0.024485798,0.015632975
sppA,,C down,0,0.011712345,0.011574074,0.011724992,0.029579965,0.031120332,0.011088666,0.01146789
ffh,,C down,0.03702773,0.052295828,0.052895887,0.040794216,0.060441738,0.0653033,0.048167647,0.0534173
sspB,,C down,0.0213858,0.015479885,0.011574074,0.017344232,0.010500893,0.011139103,0.009934433,0
stpA,,C down,0.126128991,0.130104978,0.158687662,0.140213391,0.157957052,0.159602845,0.165175756,0.170935358
suhB,,C down,0.02633483,0.038904575,0.035047244,0.046899968,0.051222654,0.066834618,0.04932188,0.057582384
alaS,tRNA synthase,C down,0.278195393,0.274235801,0.229269682,0.26821528,0.289661872,0.294803399,0.285996848,0.314769852
cysS,tRNA synthase,C down,0.02613612,0.028871138,0.040834281,0.040307705,0.045331303,0.082987552,0.037078981,0.03205038
pheS,tRNA synthase,C down,0.052272241,0.068820029,0.064632472,0.063271177,0.08541216,0.077208062,0.088709327,0.095366709
pheT,tRNA synthase,C down,0.152066402,0.149352403,0.135051981,0.164636398,0.183568379,0.178225647,0.224432069,0.217049853
glyQ,tRNA synthase,C down,0.03148257,0.032004086,0.034884733,0.029069224,0.035471315,0.027464928,0.029803298,0.036999895
glyS,tRNA synthase,C down,0.188696712,0.200603916,0.217370586,0.204944103,0.249581015,0.239107884,0.224081785,0.203770168
hisS,tRNA synthase,C down,0.073459331,0.094967943,0.093892679,0.093799935,0.101804404,0.109859712,0.099797993,0.118302489
lysS,tRNA synthase,C down,0.068212236,0.055503732,0.070338254,0.064000944,0.063387413,0.052336495,0.065377762,0.063316329
lysU,tRNA synthase,C down,0,0,0.023798191,0,0,0,0,0
leuS,tRNA synthase,C down,0.146918661,0.117348317,0.13472696,0.146805654,0.158918408,0.122530132,0.182385871,0.196467363
metG,tRNA synthase,C down,0.126327701,0.0997798,0.117365849,0.135080662,0.178638385,0.109094053,0.166329989,0.143050064
asnS,tRNA synthase,C down,0.177805102,0.175500318,0.176048773,0.19835184,0.187857469,0.194551472,0.198441754,0.207150823
proS,tRNA synthase,C down,0.120782541,0.125927714,0.129264944,0.158044135,0.148097064,0.165555226,0.166329989,0.183187678
glnS,tRNA synthase,C down,0.062965141,0.080532374,0.058845435,0.064730711,0.071263083,0.083160443,0.078774895,0.083898819
serS,tRNA synthase,C down,0.115436091,0.106680288,0.11752836,0.082074943,0.091944416,0.106969966,0.150274107,0.143834494
thrS,tRNA synthase,C down,0.062766431,0.052295828,0.064307451,0.081588432,0.091303511,0.070490022,0.064223529,0.047683355
valS,tRNA synthase,C down,0.194639291,0.174456002,0.163987167,0.18198063,0.219360146,0.204924916,0.187353088,0.228517743
