gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP,manual1,manual2,COG_functionname_curated
asnC,c-sector,DNA-binding transcriptional dual regulator AsnC,,,,CP,,Transcription,K,COG1522,no,,,Transcription
asnS,u-sector,asparagine&mdash;tRNA ligase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0017,no,,,"Translation, ribosomal structure and biogenesis"
aspA,s-sector,aspartate ammonia-lyase,Aspartate to fumerate glutamate degradation,catabolism,catabolism,CP,,Amino acid transport and metabolism,E,COG1027,yes,,,Amino acid transport and metabolism
aspC,a-sector,aspartate aminotransferase,,,,CP,,Amino acid transport and metabolism,E,COG1448,no,,,Amino acid transport and metabolism
aspS,ra-sector,aspartate&mdash;tRNA ligase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0173,no,,,"Translation, ribosomal structure and biogenesis"
asr,rca-sector,acid shock protein,,,,PE,other,notdefined,notdefined,,no,,,notdefined
astA,rca-sector,ARGSUCCTRAN-MONOMER,,,,CP,,Amino acid transport and metabolism,E,COG3138,no,,,Amino acid transport and metabolism
astB,rca-sector,<i>N</i>-succinylarginine dihydrolase,,,,CP,,Amino acid transport and metabolism,E,COG3724,no,,,Amino acid transport and metabolism
astC,s-sector,succinylornithine transaminase,,,,CP,,Amino acid transport and metabolism,E,COG4992,no,,,Amino acid transport and metabolism
astD,rca-sector,aldehyde dehydrogenase,,,,CP,,Energy production and conversion,C,COG1012,no,,,Energy production and conversion
astE,s-sector,SUCCGLUDESUCC-MONOMER,,,,CP,,Amino acid transport and metabolism,E,COG2988,no,,,Amino acid transport and metabolism
atl,s-sector,DNA base-flipping protein,,,,CP,,Transcription,K,COG3695,no,,,Transcription
atoA,rca-sector,acetyl-CoA:acetoacetyl-CoA transferase subunit &beta;,,,,CP,,Lipid transport and metabolism,I,COG2057,no,,,Lipid transport and metabolism
atoB,rca-sector,acetyl-CoA acetyltransferase,,,,CP,,Lipid transport and metabolism,I,COG0183,no,,,Lipid transport and metabolism
atoC,s-sector,"phosphorylated DNA-binding transcriptional activator AtoC // ""DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC""",,,,CP,,Signal transduction mechanisms,T,COG2204,no,,,Signal transduction mechanisms
atoD,rca-sector,acetyl-CoA:acetoacetyl-CoA transferase subunit &alpha;,,,,CP,,Lipid transport and metabolism,I,COG1788,no,,,Lipid transport and metabolism
atoE,rca-sector,short chain fatty acid transporter,,,,IM,transporter,Lipid transport and metabolism,I,COG2031,no,,,Lipid transport and metabolism
atoS,s-sector,sensory histidine kinase AtoS,,,,IM,other,Signal transduction mechanisms,T,COG3852,no,,,Signal transduction mechanisms
atpA,u-sector,ATP synthase F<sub>1</sub> complex subunit &alpha;,,,,CP,,Energy production and conversion,C,COG0056,no,,,Energy production and conversion
atpB,c-sector,ATP synthase F<sub>o</sub> complex subunit a,,,,IM,other,Energy production and conversion,C,COG0356,no,,,Energy production and conversion
atpC,r-sector,ATP synthase F<sub>1</sub> complex subunit &epsilon;,,,,CP,,Energy production and conversion,C,COG0355,no,,,Energy production and conversion
atpD,u-sector,ATP synthase F<sub>1</sub> complex subunit &beta;,,,,CP,,Energy production and conversion,C,COG0055,no,,,Energy production and conversion
atpE,c-sector,ATP synthase F<sub>o</sub> complex subunit c,,,,IM,other,notdefined,notdefined,,no,,,notdefined
atpF,c-sector,ATP synthase F<sub>o</sub> complex subunit b,,,,IM,other,Energy production and conversion,C,COG0711,no,,,Energy production and conversion
atpG,u-sector,ATP synthase F<sub>1</sub> complex subunit &gamma;,,,,CP,,Energy production and conversion,C,COG0224,no,,,Energy production and conversion
atpH,u-sector,ATP synthase F<sub>1</sub> complex subunit &delta;,,,,CP,,Energy production and conversion,C,COG0712,no,,,Energy production and conversion
atpI,rca-sector,ATP synthase accessory factor,,,,IM,other,Energy production and conversion,C,COG3312,yes,,,Energy production and conversion
avtA,a-sector,valine&mdash;pyruvate aminotransferase,,,,CP,,Amino acid transport and metabolism,E,COG3977,no,,,Amino acid transport and metabolism
azoR,a-sector,FMN dependent NADH:quinone oxidoreductase,,,,CP,,Energy production and conversion,C,COG1182,no,,,Energy production and conversion
azuC,ra-sector,uncharacterized protein AzuC,,,,CP,,notdefined,notdefined,,no,,,notdefined
bacA,ra-sector,undecaprenyl pyrophosphate phosphatase,,,,IM,other,Lipid transport and metabolism,I,COG1968,no,,,Lipid transport and metabolism
baeR,s-sector,"Phosphorylated DNA-binding transcriptional activator BaeR // ""DNA-binding transcriptional activator BaeR""",,,,CP,,notdefined,TK,COG0745,no,,,notdefined
baeS,s-sector,"sensory histidine kinase BaeS - phosphorylated // ""sensory histidine kinase BaeS""",,,,IM,other,Signal transduction mechanisms,T,COG3850,no,,,Signal transduction mechanisms
bamA,s-sector,outer membrane protein assembly factor BamA,,,,OM,other,Cell wall/membrane/envelope biogenesis,M,COG4775,no,,,Cell wall/membrane/envelope biogenesis
bamB,s-sector,outer membrane protein assembly factor BamB,,,,LPO,lipoprotein,Cell wall/membrane/envelope biogenesis,M,COG1520,no,,,Cell wall/membrane/envelope biogenesis
bamC,rca-sector,outer membrane protein assembly factor BamC,,,,LPO,lipoprotein,Function unknown,S,COG3317,no,,,Function unknown
bamD,s-sector,outer membrane protein assembly factor BamD,,,,LPO,lipoprotein,Cell wall/membrane/envelope biogenesis,M,COG4105,no,,,Cell wall/membrane/envelope biogenesis
bamE,s-sector,outer membrane protein assembly factor BamE,,,,LPO,lipoprotein,Cell wall/membrane/envelope biogenesis,M,COG2913,no,,,Cell wall/membrane/envelope biogenesis
barA,s-sector,"sensory histidine kinase BarA - his816 phosphorylated // ""sensory histidine kinase BarA - his302 phosphorylated"" // ""sensory histidine kinase BarA - asp718 phosphorylated"" // ""sensory histidine kinase BarA""",,,,IM,other,Signal transduction mechanisms,T,COG2198,no,,,Signal transduction mechanisms
basR,s-sector,"Phosphorylated DNA-binding transcriptional dual regulator BasR // ""DNA-binding transcriptional dual regulator BasR""",,,,CP,,notdefined,TK,COG0745,no,,,notdefined
basS,s-sector,"sensory histidine kinase BasS - phosphorylated // ""sensory histidine kinase BasS""",,,,IM,other,Signal transduction mechanisms,T,COG0642,no,,,Signal transduction mechanisms
bax,rca-sector,putative glycoside hydrolase Bax,,,,PE,other,General function prediction only,R,COG2992,no,,,General function prediction only
bcp,a-sector,EG10108-MONOMER,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1225,no,,,"Posttranslational modification, protein turnover, chaperones"
bcr,rca-sector,multidrug efflux pump Bcr,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,no,,,Carbohydrate transport and metabolism
bcsA,rca-sector,cellulose synthase catalytic subunit,,,,IM,other,Cell motility,N,COG1215,no,,,Cell motility
bcsB,rca-sector,cellulose synthase periplasmic subunit,,,,IM,other,notdefined,notdefined,,no,,,notdefined
bcsC,rca-sector,cellulose biosynthesis protein BcsC,,,,OM,other,General function prediction only,R,COG0457,no,,,General function prediction only
bcsE,a-sector,c-di-GMP-binding protein BcsE,,,,CP,,notdefined,notdefined,,no,,,notdefined
bcsF,s-sector,putative cellulose biosynthesis protein BcsF,,,,CP,,notdefined,notdefined,,no,,,notdefined
bcsG,s-sector,cellulose phosphoethanolamine transferase,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
bcsQ,rca-sector,cellulose biosynthesis protein,,,,CP,,notdefined,notdefined,,no,,,notdefined
bcsZ,rca-sector,"endo-1,4-D-glucanase",,,,EC,other,Carbohydrate transport and metabolism,G,COG3405,no,,,Carbohydrate transport and metabolism
bdcA,a-sector,c-di-GMP-binding biofilm dispersal mediator protein,,,,CP,,notdefined,IQR,COG1028,no,,,notdefined
bdcR,rca-sector,putative transcriptional regulator BdcR,,,,CP,,Transcription,K,COG1309,no,,,Transcription
bdm,s-sector,biofilm-dependent modulation protein,,,,CP,,notdefined,notdefined,,no,,,notdefined
bepA,s-sector,&beta;-barrel assembly-enhancing protease,,,,PE,other,General function prediction only,R,COG4783,no,,,General function prediction only
betA,r-sector,choline dehydrogenase,,,,CP,,notdefined,IR,COG2303,no,,,notdefined
betB,r-sector,betaine aldehyde dehydrogenase,,,,CP,,Energy production and conversion,C,COG1012,no,,,Energy production and conversion
betI,r-sector,DNA-binding transcriptional repressor BetI,,,,CP,,Transcription,K,COG1309,no,,,Transcription
betT,rca-sector,BETT-MONOMER,,,,IM,transporter,Cell wall/membrane/envelope biogenesis,M,COG1292,no,,,Cell wall/membrane/envelope biogenesis
bfd,a-sector,bacterioferritin-associated ferredoxin,,,,CP,,Inorganic ion transport and metabolism,P,COG2906,no,,,Inorganic ion transport and metabolism
bfr,a-sector,bacterioferritin,,,,CP,,Inorganic ion transport and metabolism,P,COG2193,no,,,Inorganic ion transport and metabolism
bglA,u-sector,6-phospho-&beta;-glucosidase A,,,,CP,,Carbohydrate transport and metabolism,G,COG2723,no,,,Carbohydrate transport and metabolism
bglB,s-sector,6-phospho-&beta;-glucosidase B,,,,CP,,Carbohydrate transport and metabolism,G,COG2723,no,,,Carbohydrate transport and metabolism
bglF,ra-sector,&beta;-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG1263,no,,,Carbohydrate transport and metabolism
bglG,rca-sector,transcriptional antiterminator BglG,,,,CP,,Transcription,K,COG3711,yes,,,Transcription
bglH,rca-sector,"carbohydrate-specific outer membrane porin, cryptic",,,,OM,transporter,Carbohydrate transport and metabolism,G,COG4580,no,,,Carbohydrate transport and metabolism
bglJ,s-sector,DNA-binding transcriptional regulator BglJ,,,,CP,,notdefined,TK,COG2197,no,,,notdefined
bglX,ra-sector,"&beta;-D-glucoside glucohydrolase, periplasmic",,,,PE,other,Carbohydrate transport and metabolism,G,COG1472,no,,,Carbohydrate transport and metabolism
bhsA,ra-sector,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,,,,OM,other,notdefined,notdefined,,no,,,notdefined
bioA,rca-sector,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,,,,CP,,Coenzyme transport and metabolism,H,COG0161,no,,,Coenzyme transport and metabolism
bioB,rca-sector,biotin synthase,,,,CP,,Coenzyme transport and metabolism,H,COG0502,no,,,Coenzyme transport and metabolism
bioC,rca-sector,malonyl-acyl carrier protein methyltransferase,,,,CP,,Coenzyme transport and metabolism,H,COG2226,no,,,Coenzyme transport and metabolism
bioD,rca-sector,dethiobiotin synthetase,,,,CP,,Coenzyme transport and metabolism,H,COG0132,no,,,Coenzyme transport and metabolism
bioF,rca-sector,8-amino-7-oxononanoate synthase,,,,CP,,Coenzyme transport and metabolism,H,COG0156,no,,,Coenzyme transport and metabolism
bioH,ra-sector,pimeloyl-acyl carrier protein methyl ester esterase,,,,CP,,notdefined,HR,COG0596,no,,,notdefined
bipA,r-sector,"ribosome-dependent GTPase, ribosome assembly factor",,,,CP,,Signal transduction mechanisms,T,COG1217,no,,,Signal transduction mechanisms
birA,ra-sector,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,,,,CP,,Coenzyme transport and metabolism,H,COG0340,no,,,Coenzyme transport and metabolism
bisC,ra-sector,biotin sulfoxide reductase,,,,CP,,Energy production and conversion,C,COG0243,no,,,Energy production and conversion
blc,s-sector,outer membrane lipoprotein Blc,,,,LPO,lipoprotein,Cell wall/membrane/envelope biogenesis,M,COG3040,no,,,Cell wall/membrane/envelope biogenesis
blr,s-sector,&beta;-lactam resistance protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
bluF,rca-sector,blue light-responsive regulator of BluR,,,,CP,,Signal transduction mechanisms,T,COG2200,no,,,Signal transduction mechanisms
bluR,s-sector,DNA-binding transcriptional repressor BluR,,,,CP,,Transcription,K,COG0789,no,,,Transcription
bolA,s-sector,DNA-binding transcriptional dual regulator BolA,,,,CP,,Signal transduction mechanisms,T,COG0271,no,,,Signal transduction mechanisms
borD,r-sector,DLP12 prophage; prophage lipoprotein BorD,,,,LPO,lipoprotein,notdefined,notdefined,,no,,,Lipid transport and metabolism
brnQ,a-sector,branched chain amino acid transporter BrnQ,,,,IM,transporter,Amino acid transport and metabolism,E,COG1114,no,,,Amino acid transport and metabolism
bsmA,s-sector,DUF1471 domain-containing putative lipoprotein BsmA,,,,LPO,other,notdefined,notdefined,,no,,,notdefined
bssR,s-sector,regulator of biofilm formation,,,,CP,,notdefined,notdefined,,no,,,notdefined
bssS,a-sector,regulator of biofilm formation,,,,CP,,notdefined,notdefined,,no,,,notdefined
btuB,s-sector,cobalamin/cobinamide outer membrane transporter,,,,OM,transporter,Coenzyme transport and metabolism,H,COG4206,no,,,Coenzyme transport and metabolism
btuC,rca-sector,vitamin B<sub>12</sub> ABC transporter membrane subunit,,,,IM,transporter,Coenzyme transport and metabolism,H,COG4139,no,,,Coenzyme transport and metabolism
btuD,s-sector,vitamin B<sub>12</sub> ABC transporter ATP binding subunit,,,,CP,,Coenzyme transport and metabolism,H,COG4138,no,,,Coenzyme transport and metabolism
btuE,s-sector,thioredoxin/glutathione peroxidase,,,,CP,,notdefined,VI,COG0386,no,,,notdefined
btuF,ra-sector,vitamin B<sub>12</sub> ABC transporter periplasmic binding protein,,,,PE,transporter,Inorganic ion transport and metabolism,P,COG0614,no,,,Inorganic ion transport and metabolism
btuR,rca-sector,cobinamide/cobalamin adenosyltransferase,,,,CP,,Coenzyme transport and metabolism,H,COG2109,no,,,Coenzyme transport and metabolism
cadA,rca-sector,lysine decarboxylase 1,,,,CP,,Amino acid transport and metabolism,E,COG1982,no,,,Amino acid transport and metabolism
cadB,ra-sector,lysine:cadaverine antiporter,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no,,,Amino acid transport and metabolism
cadC,s-sector,DNA-binding transcriptional activator CadC,,,,IM,other,Transcription,K,COG3710,no,,,Transcription
caiA,a-sector,CROBETREDUCT-MONOMER,,,,CP,,Lipid transport and metabolism,I,COG1960,no,,,Lipid transport and metabolism
caiB,ra-sector,&gamma;-butyrobetainyl-CoA:carnitine CoA transferase,,,,CP,,Lipid transport and metabolism,I,COG1804,no,,,Lipid transport and metabolism
caiC,a-sector,carnitine&mdash;CoA ligase,,,,CP,,notdefined,IQ,COG0318,no,,,notdefined
caiD,rca-sector,CARNRACE-MONOMER,,,,CP,,Lipid transport and metabolism,I,COG1024,no,,,Lipid transport and metabolism
caiE,a-sector,putative transferase CaiE,,,,CP,,General function prediction only,R,COG0663,no,,,General function prediction only
caiF,a-sector,DNA-binding transcriptional activator CaiF,,,,CP,,notdefined,notdefined,,yes,,,notdefined
caiT,rca-sector,L-carnitine:&gamma;-butyrobetaine antiporter,,,,IM,transporter,Cell wall/membrane/envelope biogenesis,M,COG1292,yes,,,Cell wall/membrane/envelope biogenesis
can,s-sector,carbonic anhydrase 2,,,,CP,,Inorganic ion transport and metabolism,P,COG0288,no,,,Inorganic ion transport and metabolism
carA,ra-sector,carbamoyl phosphate synthetase subunit &alpha;,,,,CP,,notdefined,EF,COG0505,no,,,notdefined
carB,ra-sector,carbamoyl phosphate synthetase subunit &beta;,,,,CP,,notdefined,EF,COG0458,no,,,notdefined
cas1,rca-sector,multifunctional nuclease Cas1,,,,CP,,Defense mechanisms,V,COG1518,no,,,Defense mechanisms
cas2,rca-sector,CRISPR-associated endoribonuclease Cas2,,,,CP,,notdefined,notdefined,,no,,,notdefined
cas3,rca-sector,CRISPR-associated endonuclease/helicase Cas3,,,,CP,,Defense mechanisms,V,COG1203,no,,,Defense mechanisms
casA,rca-sector,type I-E CRISPR system Cascade subunit CasA,,,,CP,,notdefined,notdefined,,no,,,notdefined
casB,rca-sector,type I-E CRISPR system Cascade subunit CasB,,,,CP,,notdefined,notdefined,,no,,,notdefined
casC,rca-sector,type I-E CRISPR system Cascade subunit CasC,,,,CP,,notdefined,notdefined,,no,,,notdefined
casD,rca-sector,type I-E CRISPR system Cascade subunit CasD,,,,CP,,notdefined,notdefined,,no,,,notdefined
casE,rca-sector,pre-CRISPR RNA endonuclease,,,,CP,,notdefined,notdefined,,no,,,notdefined
cbeA,rca-sector,CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA,,,,CP,,notdefined,notdefined,,no,,,notdefined
cbl,a-sector,DNA-binding transcriptional activator Cbl,,,,CP,,Transcription,K,COG0583,no,,,Transcription
cbpA,a-sector,curved DNA-binding protein,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0484,no,,,"Posttranslational modification, protein turnover, chaperones"
cbpM,a-sector,chaperone modulator CbpM,,,,CP,,notdefined,notdefined,,no,,,notdefined
cbrA,ra-sector,colicin M resistance protein,,,,CP,,Energy production and conversion,C,COG0644,no,,,Energy production and conversion
cbrB,ra-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
cbrC,ra-sector,UPF0167 family colicin E2 tolerance protein CbrC,,,,CP,,Function unknown,S,COG3196,no,,,Function unknown
cbtA,ra-sector,CP4-44 prophage; cytoskeleton-binding toxin CbtA,,,,CP,,notdefined,notdefined,,no,,,notdefined
cca,rca-sector,fused CCA tRNA nucleotidyltransferase/phosphohydrolase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0617,no,,,"Translation, ribosomal structure and biogenesis"
ccmA,s-sector,heme trafficking system ATP-binding protein,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG4133,no,,,"Posttranslational modification, protein turnover, chaperones"
ccmB,s-sector,heme trafficking system membrane protein CcmB,,,,IM,transporter,"Posttranslational modification, protein turnover, chaperones",O,COG2386,no,,,"Posttranslational modification, protein turnover, chaperones"
